GENUS	SPECIES
Stenotrophomonas	chelatiphaga
Stenotrophomonas	daejeonensis
Stenotrophomonas	dokdonensis
Stenotrophomonas	ginsengisoli
Stenotrophomonas	humi
Stenotrophomonas	indicatrix
Stenotrophomonas	koreensis
Stenotrophomonas	lactitubi
Stenotrophomonas	maltophilia
Stenotrophomonas	nitritireducens
Stenotrophomonas	pavanii
Stenotrophomonas	pictorum
Stenotrophomonas	rhizophila
Stenotrophomonas	terrae
Stenotrophomonas	tumulicola
Stenotrophomonas	
Stenoxybacter	acetivorans
Stenoxybacter	
Steroidobacter	agariperforans
Steroidobacter	denitrificans
Steroidobacter	
Sterolibacterium	denitrificans
Sterolibacterium	
Stetteria	hydrogenophila
Stetteria	
Stibiobacter	senarmontii
Stibiobacter	
Stigmatella	aurantiaca
Stigmatella	erecta
Stigmatella	hybrida
Stigmatella	
Stomatobaculum	longum
Stomatobaculum	
Stomatococcus	mucilaginosus
Stomatococcus	
Streptacidiphilus	albus
Streptacidiphilus	anmyonensis
Streptacidiphilus	bronchialis
Streptacidiphilus	carbonis
Streptacidiphilus	durhamensis
Streptacidiphilus	griseoplanus
Streptacidiphilus	hamsterleyensis
Streptacidiphilus	jiangxiensis
Streptacidiphilus	melanogenes
Streptacidiphilus	monticola
Streptacidiphilus	neutrinimicus
Streptacidiphilus	oryzae
Streptacidiphilus	pinicola
Streptacidiphilus	rugosus
Streptacidiphilus	torunensis
Streptacidiphilus	toruniensis
Streptacidiphilus	
Streptimonospora	
Streptoalloteichus	hindustanus
Streptoalloteichus	tenebrarius
Streptoalloteichus	
Streptobacillus	felis
Streptobacillus	hongkongensis
Streptobacillus	moniliformis
Streptobacillus	notomytis
Streptobacillus	ratti
Streptobacillus	
Streptococcus	acidominimus
Streptococcus	adjacens
Streptococcus	agalactiae
Streptococcus	alactolyticus
Streptococcus	anginosus
Streptococcus	anginosus
Streptococcus	anginosus
Streptococcus	australis
Streptococcus	azizii
Streptococcus	bovimastitidis
Streptococcus	bovis
Streptococcus	caballi
Streptococcus	cameli
Streptococcus	canis
Streptococcus	caprae
Streptococcus	caprinus
Streptococcus	castoreus
Streptococcus	caviae
Streptococcus	cecorum
Streptococcus	chenjunshii
Streptococcus	constellatus
Streptococcus	constellatus
Streptococcus	constellatus
Streptococcus	constellatus
Streptococcus	cremoris
Streptococcus	criceti
Streptococcus	cricetus
Streptococcus	cuniculi
Streptococcus	danieliae
Streptococcus	defectivus
Streptococcus	dentapri
Streptococcus	dentasini
Streptococcus	dentiloxodontae
Streptococcus	dentirousetti
Streptococcus	dentisani
Streptococcus	devriesei
Streptococcus	didelphis
Streptococcus	difficile
Streptococcus	difficilis
Streptococcus	downei
Streptococcus	durans
Streptococcus	dysgalactiae
Streptococcus	dysgalactiae
Streptococcus	dysgalactiae
Streptococcus	entericus
Streptococcus	equi
Streptococcus	equi
Streptococcus	equi
Streptococcus	equi
Streptococcus	equinus
Streptococcus	faecalis
Streptococcus	faecium
Streptococcus	ferus
Streptococcus	gallinaceus
Streptococcus	gallinarum
Streptococcus	gallolyticus
Streptococcus	gallolyticus
Streptococcus	gallolyticus
Streptococcus	gallolyticus
Streptococcus	garvieae
Streptococcus	gordonii
Streptococcus	halichoeri
Streptococcus	halotolerans
Streptococcus	hansenii
Streptococcus	henryi
Streptococcus	himalayensis
Streptococcus	hongkongensis
Streptococcus	hyointestinalis
Streptococcus	hyovaginalis
Streptococcus	ictaluri
Streptococcus	infantarius
Streptococcus	infantarius
Streptococcus	infantarius
Streptococcus	infantis
Streptococcus	iniae
Streptococcus	intermedius
Streptococcus	intestinalis
Streptococcus	lactarius
Streptococcus	lactis
Streptococcus	lactis
Streptococcus	lactis
Streptococcus	lactis
Streptococcus	loxodontisalivarius
Streptococcus	lutetiensis
Streptococcus	macacae
Streptococcus	macedonicus
Streptococcus	marimammalium
Streptococcus	marmotae
Streptococcus	massiliensis
Streptococcus	merionis
Streptococcus	minor
Streptococcus	mitis
Streptococcus	morbillorum
Streptococcus	moroccensis
Streptococcus	mutans
Streptococcus	oligofermentans
Streptococcus	oralis
Streptococcus	oralis
Streptococcus	oralis
Streptococcus	oralis
Streptococcus	oricebi
Streptococcus	oriloxodontae
Streptococcus	orisasini
Streptococcus	orisratti
Streptococcus	orisuis
Streptococcus	ovis
Streptococcus	ovuberis
Streptococcus	panodentis
Streptococcus	pantholopis
Streptococcus	parasanguinis
Streptococcus	parasanguis
Streptococcus	parasuis
Streptococcus	parauberis
Streptococcus	parvulus
Streptococcus	pasteurianus
Streptococcus	penaeicida
Streptococcus	peroris
Streptococcus	pharyngis
Streptococcus	phocae
Streptococcus	phocae
Streptococcus	phocae
Streptococcus	plantarum
Streptococcus	pleomorphus
Streptococcus	pluranimalium
Streptococcus	plurextorum
Streptococcus	pneumoniae
Streptococcus	porci
Streptococcus	porcinus
Streptococcus	porcorum
Streptococcus	pseudopneumoniae
Streptococcus	pseudoporcinus
Streptococcus	pyogenes
Streptococcus	raffinolactis
Streptococcus	ratti
Streptococcus	rattus
Streptococcus	respiraculi
Streptococcus	rifensis
Streptococcus	rubneri
Streptococcus	ruminantium
Streptococcus	rupicaprae
Streptococcus	saccharolyticus
Streptococcus	salivarius
Streptococcus	salivarius
Streptococcus	salivarius
Streptococcus	saliviloxodontae
Streptococcus	sanguinis
Streptococcus	sanguis
Streptococcus	shiloi
Streptococcus	sinensis
Streptococcus	sobrinus
Streptococcus	suis
Streptococcus	tangierensis
Streptococcus	thermophilus
Streptococcus	thoraltensis
Streptococcus	tigurinus
Streptococcus	troglodytae
Streptococcus	troglodytidis
Streptococcus	uberis
Streptococcus	urinalis
Streptococcus	ursoris
Streptococcus	vestibularis
Streptococcus	waius
Streptococcus	
Streptohalobacillus	salinus
Streptohalobacillus	
Streptomonospora	alba
Streptomonospora	algeriensis
Streptomonospora	amylolytica
Streptomonospora	arabica
Streptomonospora	flavalba
Streptomonospora	halophila
Streptomonospora	halotolerans
Streptomonospora	nanhaiensis
Streptomonospora	sediminis
Streptomonospora	tuzyakensis
Streptomonospora	
Streptomyces	abietis
Streptomyces	abikoensis
Streptomyces	aburaviensis
Streptomyces	abyssalis
Streptomyces	achromogenes
Streptomyces	achromogenes
Streptomyces	achromogenes
Streptomyces	acidiscabies
Streptomyces	acrimycini
Streptomyces	actinomycinicus
Streptomyces	aculeolatus
Streptomyces	adustus
Streptomyces	afghaniensis
Streptomyces	africanus
Streptomyces	aidingensis
Streptomyces	alanosinicus
Streptomyces	albaduncus
Streptomyces	albiaxialis
Streptomyces	albidochromogenes
Streptomyces	albidoflavus
Streptomyces	albiflavescens
Streptomyces	albiflaviniger
Streptomyces	albireticuli
Streptomyces	albofaciens
Streptomyces	alboflavus
Streptomyces	albogriseolus
Streptomyces	albolongus
Streptomyces	alboniger
Streptomyces	albospinus
Streptomyces	albosporeus
Streptomyces	albosporeus
Streptomyces	albosporeus
Streptomyces	alboverticillatus
Streptomyces	albovinaceus
Streptomyces	alboviridis
Streptomyces	albulus
Streptomyces	albus
Streptomyces	albus
Streptomyces	albus
Streptomyces	aldersoniae
Streptomyces	alfalfae
Streptomyces	alkaliphilus
Streptomyces	alkalithermotolerans
Streptomyces	almquistii
Streptomyces	alni
Streptomyces	althioticus
Streptomyces	amakusaensis
Streptomyces	ambofaciens
Streptomyces	aminophilus
Streptomyces	amphotericinicus
Streptomyces	amritsarensis
Streptomyces	anandii
Streptomyces	andamanensis
Streptomyces	angustmyceticus
Streptomyces	anthocyanicus
Streptomyces	antibioticus
Streptomyces	antimycoticus
Streptomyces	anulatus
Streptomyces	aomiensis
Streptomyces	aqsuensis
Streptomyces	arabicus
Streptomyces	araujoniae
Streptomyces	arcticus
Streptomyces	ardus
Streptomyces	arenae
Streptomyces	argenteolus
Streptomyces	aridus
Streptomyces	armeniacus
Streptomyces	artemisiae
Streptomyces	ascomycinicus
Streptomyces	asenjonii
Streptomyces	asiaticus
Streptomyces	asterosporus
Streptomyces	atacamensis
Streptomyces	atratus
Streptomyces	atriruber
Streptomyces	atroaurantiacus
Streptomyces	atroolivaceus
Streptomyces	atrovirens
Streptomyces	aurantiacus
Streptomyces	aurantiogriseus
Streptomyces	auratus
Streptomyces	aureocirculatus
Streptomyces	aureofaciens
Streptomyces	aureorectus
Streptomyces	aureoversales
Streptomyces	aureoversilis
Streptomyces	aureoverticillatus
Streptomyces	aureus
Streptomyces	avellaneus
Streptomyces	avermectinius
Streptomyces	avermitilis
Streptomyces	avicenniae
Streptomyces	avidinii
Streptomyces	axinellae
Streptomyces	azaticus
Streptomyces	azureus
Streptomyces	baarnensis
Streptomyces	bacillaris
Streptomyces	badius
Streptomyces	baldaccii
Streptomyces	baldacii
Streptomyces	baliensis
Streptomyces	bambergiensis
Streptomyces	bambusae
Streptomyces	bangladeshensis
Streptomyces	barkulensis
Streptomyces	beijiangensis
Streptomyces	bellus
Streptomyces	bikiniensis
Streptomyces	biverticillatus
Streptomyces	blastmyceticus
Streptomyces	bluensis
Streptomyces	bobili
Streptomyces	bohaiensis
Streptomyces	boninensis
Streptomyces	bottropensis
Streptomyces	brasiliensis
Streptomyces	brevispora
Streptomyces	bryophytorum
Streptomyces	bullii
Streptomyces	bungoensis
Streptomyces	burgazadensis
Streptomyces	cacaoi
Streptomyces	cacaoi
Streptomyces	cacaoi
Streptomyces	cadmiisoli
Streptomyces	caelestis
Streptomyces	caeni
Streptomyces	caeruleatus
Streptomyces	caeruleus
Streptomyces	caldifontis
Streptomyces	calidiresistens
Streptomyces	californicus
Streptomyces	calvus
Streptomyces	camponoticapitis
Streptomyces	canalis
Streptomyces	canarius
Streptomyces	canchipurensis
Streptomyces	candidus
Streptomyces	canescens
Streptomyces	cangkringensis
Streptomyces	caniferus
Streptomyces	canus
Streptomyces	capillispiralis
Streptomyces	capitiformicae
Streptomyces	capoamus
Streptomyces	capparidis
Streptomyces	carpaticus
Streptomyces	carpinensis
Streptomyces	castelarensis
Streptomyces	catbensis
Streptomyces	catenulae
Streptomyces	caviscabies
Streptomyces	cavourensis
Streptomyces	cavourensis
Streptomyces	cavourensis
Streptomyces	cellostaticus
Streptomyces	celluloflavus
Streptomyces	cellulolyticus
Streptomyces	cellulosae
Streptomyces	cerasinus
Streptomyces	champavatii
Streptomyces	chartreusis
Streptomyces	chattanoogensis
Streptomyces	cheonanensis
Streptomyces	chiangmaiensis
Streptomyces	chibaensis
Streptomyces	chilikensis
Streptomyces	chitinivorans
Streptomyces	chlorus
Streptomyces	chrestomyceticus
Streptomyces	chromofuscus
Streptomyces	chryseus
Streptomyces	chrysomallus
Streptomyces	chrysomallus
Streptomyces	chrysomallus
Streptomyces	chumphonensis
Streptomyces	cinereorectus
Streptomyces	cinereoruber
Streptomyces	cinereoruber
Streptomyces	cinereoruber
Streptomyces	cinereospinus
Streptomyces	cinereus
Streptomyces	cinerochromogenes
Streptomyces	cinnabarigriseus
Streptomyces	cinnabarinus
Streptomyces	cinnamonensis
Streptomyces	cinnamoneus
Streptomyces	cinnamoneus
Streptomyces	cinnamoneus
Streptomyces	cirratus
Streptomyces	ciscaucasicus
Streptomyces	citreofluorescens
Streptomyces	clavifer
Streptomyces	clavuligerus
Streptomyces	coacervatus
Streptomyces	cochleatus
Streptomyces	cocklensis
Streptomyces	coelescens
Streptomyces	coelicoflavus
Streptomyces	coelicolor
Streptomyces	coeruleoflavus
Streptomyces	coeruleofuscus
Streptomyces	coeruleoprunus
Streptomyces	coeruleorubidus
Streptomyces	coerulescens
Streptomyces	collinus
Streptomyces	colombiensis
Streptomyces	corchorusii
Streptomyces	costaricanus
Streptomyces	cremeus
Streptomyces	crystallinus
Streptomyces	curacoi
Streptomyces	cuspidosporus
Streptomyces	cyaneofuscatus
Streptomyces	cyaneus
Streptomyces	cyanoalbus
Streptomyces	cyslabdanicus
Streptomyces	cystargineus
Streptomyces	daghestanicus
Streptomyces	daliensis
Streptomyces	daqingensis
Streptomyces	davaonensis
Streptomyces	deccanensis
Streptomyces	decoyicus
Streptomyces	demainii
Streptomyces	dengpaensis
Streptomyces	desertarenae
Streptomyces	deserti
Streptomyces	diacarni
Streptomyces	diastaticus
Streptomyces	diastaticus
Streptomyces	diastaticus
Streptomyces	diastatochromogenes
Streptomyces	distallicus
Streptomyces	djakartensis
Streptomyces	drozdowiczii
Streptomyces	durbertensis
Streptomyces	durhamensis
Streptomyces	durmitorensis
Streptomyces	echinatus
Streptomyces	echinoruber
Streptomyces	ederensis
Streptomyces	ehimensis
Streptomyces	ekimensis
Streptomyces	emeiensis
Streptomyces	endophyticus
Streptomyces	endus
Streptomyces	enissocaesilis
Streptomyces	erringtonii
Streptomyces	erumpens
Streptomyces	erythraeus
Streptomyces	erythrogriseus
Streptomyces	eurocidicus
Streptomyces	europaeiscabiei
Streptomyces	eurythermus
Streptomyces	exfoliatus
Streptomyces	fabae
Streptomyces	felleus
Streptomyces	fenghuangensis
Streptomyces	ferralitis
Streptomyces	fervens
Streptomyces	fervens
Streptomyces	fervens
Streptomyces	filamentosus
Streptomyces	fildesensis
Streptomyces	filipinensis
Streptomyces	fimbriatus
Streptomyces	fimicarius
Streptomyces	finlayi
Streptomyces	flaveolus
Streptomyces	flaveus
Streptomyces	flavidofuscus
Streptomyces	flavidovirens
Streptomyces	flaviscleroticus
Streptomyces	flavofungini
Streptomyces	flavofuscus
Streptomyces	flavogriseus
Streptomyces	flavopersicus
Streptomyces	flavotricini
Streptomyces	flavovariabilis
Streptomyces	flavovirens
Streptomyces	flavoviridis
Streptomyces	flocculus
Streptomyces	floridae
Streptomyces	fluorescens
Streptomyces	fodineus
Streptomyces	formicae
Streptomyces	fractus
Streptomyces	fradiae
Streptomyces	fragilis
Streptomyces	fukangensis
Streptomyces	fulvissimus
Streptomyces	fulvorobeus
Streptomyces	fumanus
Streptomyces	fumigatiscleroticus
Streptomyces	fuscichromogenes
Streptomyces	fuscigenes
Streptomyces	galbus
Streptomyces	galilaeus
Streptomyces	gamaensis
Streptomyces	gancidicus
Streptomyces	gardneri
Streptomyces	gelaticus
Streptomyces	geldanamycininus
Streptomyces	geranii
Streptomyces	geysiriensis
Streptomyces	ghanaensis
Streptomyces	gibsonii
Streptomyces	gilvifuscus
Streptomyces	glaucescens
Streptomyces	glauciniger
Streptomyces	glaucosporus
Streptomyces	glaucus
Streptomyces	globisporus
Streptomyces	globisporus
Streptomyces	globisporus
Streptomyces	globisporus
Streptomyces	globosus
Streptomyces	glomeratus
Streptomyces	glomeroaurantiacus
Streptomyces	glycovorans
Streptomyces	gobitricini
Streptomyces	goshikiensis
Streptomyces	gougerotii
Streptomyces	graminearus
Streptomyces	gramineus
Streptomyces	graminifolii
Streptomyces	graminilatus
Streptomyces	graminisoli
Streptomyces	graminofaciens
Streptomyces	griseiniger
Streptomyces	griseinus
Streptomyces	griseoaurantiacus
Streptomyces	griseobrunneus
Streptomyces	griseocarneus
Streptomyces	griseochromogenes
Streptomyces	griseoflavus
Streptomyces	griseofuscus
Streptomyces	griseoincarnatus
Streptomyces	griseoloalbus
Streptomyces	griseolosporeus
Streptomyces	griseolus
Streptomyces	griseoluteus
Streptomyces	griseomycini
Streptomyces	griseoplanus
Streptomyces	griseorubens
Streptomyces	griseoruber
Streptomyces	griseorubiginosus
Streptomyces	griseosporeus
Streptomyces	griseostramineus
Streptomyces	griseoverticillatus
Streptomyces	griseoviridis
Streptomyces	griseus
Streptomyces	griseus
Streptomyces	griseus
Streptomyces	griseus
Streptomyces	griseus
Streptomyces	guanduensis
Streptomyces	gulbargensis
Streptomyces	hachijoensis
Streptomyces	hainanensis
Streptomyces	haliclonae
Streptomyces	halophytocola
Streptomyces	halstedii
Streptomyces	harbinensis
Streptomyces	hawaiiensis
Streptomyces	hebeiensis
Streptomyces	heilongjiangensis
Streptomyces	heliomycini
Streptomyces	helvaticus
Streptomyces	herbaceus
Streptomyces	herbaricolor
Streptomyces	himastatinicus
Streptomyces	hiroshimensis
Streptomyces	hirsutus
Streptomyces	hokutonensis
Streptomyces	hoynatensis
Streptomyces	humidus
Streptomyces	humiferus
Streptomyces	hundungensis
Streptomyces	hyaluromycini
Streptomyces	hyderabadensis
Streptomyces	hydrogenans
Streptomyces	hygroscopicus
Streptomyces	hygroscopicus
Streptomyces	hygroscopicus
Streptomyces	hygroscopicus
Streptomyces	hygroscopicus
Streptomyces	hygroscopicus
Streptomyces	hypolithicus
Streptomyces	iakyrus
Streptomyces	iconiensis
Streptomyces	incanus
Streptomyces	indiaensis
Streptomyces	indicus
Streptomyces	indigoferus
Streptomyces	indoligenes
Streptomyces	indonesiensis
Streptomyces	inhibens
Streptomyces	intermedius
Streptomyces	inusitatus
Streptomyces	ipomoeae
Streptomyces	iranensis
Streptomyces	janthinus
Streptomyces	javensis
Streptomyces	jeddahensis
Streptomyces	jietaisiensis
Streptomyces	jiujiangensis
Streptomyces	kaempferi
Streptomyces	kalpinensis
Streptomyces	kanamyceticus
Streptomyces	karpasiensis
Streptomyces	kashimirensis
Streptomyces	kashmirensis
Streptomyces	kasugaensis
Streptomyces	katrae
Streptomyces	kebangsaanensis
Streptomyces	kentuckensis
Streptomyces	kifunensis
Streptomyces	kishiwadensis
Streptomyces	klenkii
Streptomyces	koyangensis
Streptomyces	kronopolitis
Streptomyces	krungchingensis
Streptomyces	kunmingensis
Streptomyces	kurssanovii
Streptomyces	labedae
Streptomyces	laceyi
Streptomyces	lacrimifluminis
Streptomyces	lactacystinicus
Streptomyces	lacticiproducens
Streptomyces	laculatispora
Streptomyces	ladakanum
Streptomyces	lanatus
Streptomyces	lannensis
Streptomyces	lasiicapitis
Streptomyces	lateritius
Streptomyces	laurentii
Streptomyces	lavendofoliae
Streptomyces	lavendulae
Streptomyces	lavendulae
Streptomyces	lavendulae
Streptomyces	lavenduligriseus
Streptomyces	lavendulocolor
Streptomyces	leeuwenhoekii
Streptomyces	levis
Streptomyces	libani
Streptomyces	libani
Streptomyces	libani
Streptomyces	lichenis
Streptomyces	lienomycini
Streptomyces	lilacinus
Streptomyces	limosus
Streptomyces	lincolnensis
Streptomyces	lipmanii
Streptomyces	litmocidini
Streptomyces	litoralis
Streptomyces	lomondensis
Streptomyces	lonarensis
Streptomyces	longisporoflavus
Streptomyces	longispororuber
Streptomyces	longisporus
Streptomyces	longwoodensis
Streptomyces	lopnurensis
Streptomyces	lucensis
Streptomyces	lunaelactis
Streptomyces	lunalinharesii
Streptomyces	luridiscabiei
Streptomyces	luridus
Streptomyces	lushanensis
Streptomyces	lusitanus
Streptomyces	luteireticuli
Streptomyces	luteogriseus
Streptomyces	luteosporeus
Streptomyces	luteoverticillatus
Streptomyces	luteus
Streptomyces	lydicus
Streptomyces	macrosporus
Streptomyces	malachitofuscus
Streptomyces	malachitospinus
Streptomyces	malaysiensis
Streptomyces	manganisoli
Streptomyces	mangrovi
Streptomyces	marinus
Streptomyces	marokkonensis
Streptomyces	mashuensis
Streptomyces	massasporeus
Streptomyces	matensis
Streptomyces	mauvecolor
Streptomyces	mayteni
Streptomyces	mediocidicus
Streptomyces	mediolani
Streptomyces	megasporus
Streptomyces	melanogenes
Streptomyces	melanosporofaciens
Streptomyces	mexicanus
Streptomyces	michiganensis
Streptomyces	microflavus
Streptomyces	milbemycinicus
Streptomyces	minutiscleroticus
Streptomyces	mirabilis
Streptomyces	misakiensis
Streptomyces	misionensis
Streptomyces	mobaraensis
Streptomyces	monomycini
Streptomyces	mordarskii
Streptomyces	morookaense
Streptomyces	morookaensis
Streptomyces	muensis
Streptomyces	murinus
Streptomyces	mutabilis
Streptomyces	mutomycini
Streptomyces	naganishii
Streptomyces	nanhaiensis
Streptomyces	nanshensis
Streptomyces	narbonensis
Streptomyces	nashvillensis
Streptomyces	netropsis
Streptomyces	neyagawaensis
Streptomyces	niger
Streptomyces	nigrescens
Streptomyces	nigrifaciens
Streptomyces	nitrosporeus
Streptomyces	niveiscabiei
Streptomyces	niveoruber
Streptomyces	niveus
Streptomyces	noboritoensis
Streptomyces	nodosus
Streptomyces	nogalater
Streptomyces	nojiriensis
Streptomyces	noursei
Streptomyces	novaecaesareae
Streptomyces	ochraceiscleroticus
Streptomyces	odonnellii
Streptomyces	odorifer
Streptomyces	olivaceiscleroticus
Streptomyces	olivaceoviridis
Streptomyces	olivaceus
Streptomyces	olivicoloratus
Streptomyces	olivochromogenes
Streptomyces	olivomycini
Streptomyces	olivoreticuli
Streptomyces	olivoverticillatus
Streptomyces	olivoviridis
Streptomyces	omiyaensis
Streptomyces	orinoci
Streptomyces	oryzae
Streptomyces	osmaniensis
Streptomyces	ovatisporus
Streptomyces	pactum
Streptomyces	palmae
Streptomyces	panacagri
Streptomyces	panaciradicis
Streptomyces	paracochleatus
Streptomyces	paradoxus
Streptomyces	parvisporogenes
Streptomyces	parvullus
Streptomyces	parvulus
Streptomyces	parvus
Streptomyces	pathocidini
Streptomyces	paucisporeus
Streptomyces	peucetius
Streptomyces	phaeochromogenes
Streptomyces	phaeofaciens
Streptomyces	phaeogriseichromatogenes
Streptomyces	phaeoluteichromatogenes
Streptomyces	phaeoluteigriseus
Streptomyces	phaeopurpureus
Streptomyces	phaeoviridis
Streptomyces	pharetrae
Streptomyces	pharmamarensis
Streptomyces	phosalacineus
Streptomyces	phyllanthi
Streptomyces	phytohabitans
Streptomyces	pilosus
Streptomyces	pini
Streptomyces	platensis
Streptomyces	plicatus
Streptomyces	plumbiresistens
Streptomyces	pluricolorescens
Streptomyces	pluripotens
Streptomyces	polyantibioticus
Streptomyces	polychromogenes
Streptomyces	polygonati
Streptomyces	polymachus
Streptomyces	poonensis
Streptomyces	populi
Streptomyces	praecox
Streptomyces	prasinopilosus
Streptomyces	prasinosporus
Streptomyces	prasinus
Streptomyces	pratens
Streptomyces	pratensis
Streptomyces	prunicolor
Streptomyces	psammoticus
Streptomyces	pseudoechinosporeus
Streptomyces	pseudogriseolus
Streptomyces	pseudovenezuelae
Streptomyces	pulveraceus
Streptomyces	puniceus
Streptomyces	puniciscabiei
Streptomyces	purpeofuscus
Streptomyces	purpurascens
Streptomyces	purpureus
Streptomyces	purpurogeneiscleroticus
Streptomyces	qinglanensis
Streptomyces	racemochromogenes
Streptomyces	radiopugnans
Streptomyces	rameus
Streptomyces	ramulosus
Streptomyces	rangoon
Streptomyces	rangoonensis
Streptomyces	rapamycinicus
Streptomyces	recifensis
Streptomyces	rectiverticillatus
Streptomyces	rectiviolaceus
Streptomyces	regensis
Streptomyces	reniochalinae
Streptomyces	resistomycificus
Streptomyces	reticuliscabiei
Streptomyces	rhizophilus
Streptomyces	rhizosphaericus
Streptomyces	rhizosphaerihabitans
Streptomyces	rhizosphaerius
Streptomyces	rimosus
Streptomyces	rimosus
Streptomyces	rimosus
Streptomyces	rishiriensis
Streptomyces	rochei
Streptomyces	roietensis
Streptomyces	rosealbus
Streptomyces	roseifaciens
Streptomyces	roseiscleroticus
Streptomyces	roseoalbus
Streptomyces	roseodiastaticus
Streptomyces	roseoflavus
Streptomyces	roseofulvus
Streptomyces	roseolilacinus
Streptomyces	roseolus
Streptomyces	roseosporus
Streptomyces	roseoverticillatus
Streptomyces	roseoviolaceus
Streptomyces	roseoviridis
Streptomyces	ruanii
Streptomyces	ruber
Streptomyces	rubidus
Streptomyces	rubiginosohelvolus
Streptomyces	rubiginosus
Streptomyces	rubrisoli
Streptomyces	rubrogriseus
Streptomyces	rubrum
Streptomyces	rubrus
Streptomyces	rutgersensis
Streptomyces	rutgersensis
Streptomyces	rutgersensis
Streptomyces	rutgersensis
Streptomyces	salilacus
Streptomyces	salmonis
Streptomyces	sampsonii
Streptomyces	samsunensis
Streptomyces	sanglieri
Streptomyces	sannanensis
Streptomyces	sanyensis
Streptomyces	sapporonensis
Streptomyces	sasae
Streptomyces	scabrisporus
Streptomyces	sclerotialus
Streptomyces	scopiformis
Streptomyces	scopuliridis
Streptomyces	sedi
Streptomyces	sediminis
Streptomyces	seoulensis
Streptomyces	septatus
Streptomyces	seranimatus
Streptomyces	serianimatus
Streptomyces	setae
Streptomyces	setonii
Streptomyces	seymenliensis
Streptomyces	shaanxiensis
Streptomyces	shenzhenensis
Streptomyces	showdoensis
Streptomyces	siamensis
Streptomyces	silaceus
Streptomyces	similanensis
Streptomyces	sindenensis
Streptomyces	sioyaensis
Streptomyces	smyrnaeus
Streptomyces	sodiiphilus
Streptomyces	solisilvae
Streptomyces	somaliensis
Streptomyces	sparsogenes
Streptomyces	sparsus
Streptomyces	specialis
Streptomyces	spectabilis
Streptomyces	speibonae
Streptomyces	speleomycini
Streptomyces	spheroides
Streptomyces	spinoverrucosus
Streptomyces	spiralis
Streptomyces	spiroverticillatus
Streptomyces	spitsbergensis
Streptomyces	spongiae
Streptomyces	spongiicola
Streptomyces	sporocinereus
Streptomyces	sporoclivatus
Streptomyces	spororaveus
Streptomyces	sporoverrucosus
Streptomyces	staurosporininus
Streptomyces	stelliscabiei
Streptomyces	stramineus
Streptomyces	subrutilus
Streptomyces	sulfonofaciens
Streptomyces	sulphureus
Streptomyces	sundarbansensis
Streptomyces	swartbergensis
Streptomyces	synnematoformans
Streptomyces	syringium
Streptomyces	tacrolimicus
Streptomyces	tanashiensis
Streptomyces	tateyamensis
Streptomyces	tauricus
Streptomyces	tendae
Streptomyces	termitum
Streptomyces	thermoalcalitolerans
Streptomyces	thermoautotrophicus
Streptomyces	thermocarboxydovorans
Streptomyces	thermocarboxydus
Streptomyces	thermocoprophilus
Streptomyces	thermodiastaticus
Streptomyces	thermogriseus
Streptomyces	thermolineatus
Streptomyces	thermonitrificans
Streptomyces	thermoviolaceus
Streptomyces	thermoviolaceus
Streptomyces	thermoviolaceus
Streptomyces	thermovulgaris
Streptomyces	thinghirensis
Streptomyces	thioluteus
Streptomyces	torulosus
Streptomyces	toxytricini
Streptomyces	tremellae
Streptomyces	tricolor
Streptomyces	tritici
Streptomyces	triticisoli
Streptomyces	tritolerans
Streptomyces	tsukubensis
Streptomyces	tubercidicus
Streptomyces	tuirus
Streptomyces	tunisiensis
Streptomyces	turgidiscabies
Streptomyces	tyrosinilyticus
Streptomyces	umbrinus
Streptomyces	variabilis
Streptomyces	variegatus
Streptomyces	varsoviensis
Streptomyces	vastus
Streptomyces	venetus
Streptomyces	venezuelae
Streptomyces	verrucosisporus
Streptomyces	vietnamensis
Streptomyces	vinaceus
Streptomyces	vinaceusdrappus
Streptomyces	violaceochromogenes
Streptomyces	violaceolatus
Streptomyces	violaceoniger
Streptomyces	violaceorectus
Streptomyces	violaceoruber
Streptomyces	violaceorubidus
Streptomyces	violaceus
Streptomyces	violaceusniger
Streptomyces	violarus
Streptomyces	violascens
Streptomyces	violatus
Streptomyces	violens
Streptomyces	virens
Streptomyces	virginiae
Streptomyces	viridiflavus
Streptomyces	viridis
Streptomyces	viridiviolaceus
Streptomyces	viridobrunneus
Streptomyces	viridochromogenes
Streptomyces	viridodiastaticus
Streptomyces	viridoflavum
Streptomyces	viridosporus
Streptomyces	vitaminophileus
Streptomyces	vitaminophilus
Streptomyces	wedmorensis
Streptomyces	wellingtoniae
Streptomyces	werraensis
Streptomyces	willmorei
Streptomyces	wuyuanensis
Streptomyces	xanthochromogenes
Streptomyces	xanthocidicus
Streptomyces	xantholiticus
Streptomyces	xanthophaeus
Streptomyces	xiamenensis
Streptomyces	xinghaiensis
Streptomyces	xishensis
Streptomyces	xylanilyticus
Streptomyces	yaanensis
Streptomyces	yanglinensis
Streptomyces	yangpuensis
Streptomyces	yanii
Streptomyces	yatensis
Streptomyces	yeochonensis
Streptomyces	yerevanensis
Streptomyces	yogyakartensis
Streptomyces	yokosukanensis
Streptomyces	youssoufiensis
Streptomyces	yunnanensis
Streptomyces	zagrosensis
Streptomyces	zaomyceticus
Streptomyces	zhaozhouensis
Streptomyces	zhihengii
